Product_en;Amount_pcs;Price;Date
Fluffy socks;22;2618,00;2019-06-14
Christmas;79;7230,00;2019-06-14
Hat;92;10116,00;2019-06-14
Candy/Chocolate;29;2161,00;2019-06-14
T-shirt;103;23302,30;2019-06-14
Socks;22;2016,00;2019-06-14
Keychain;122;7728,00;2019-06-14
Cap;8;1194,00;2019-06-14
Down coat;3;2997,00;2019-06-14
Combijacket;10;4540,90;2019-06-14
Hoodie;18;5382,00;2019-06-14
Nordkapp book;1;99,00;2019-06-14
Magnet;179;9091,00;2019-06-14
Glassware;1;899,00;2019-06-14
Snow globe;8;700,00;2019-06-14
Ny Form Troll;13;3247,00;2019-06-14
Woolen sweater;2;3298,00;2019-06-14
Gloves/Mittens;13;1926,00;2019-06-14
Sticker/Patch;53;2036,00;2019-06-14
Mug;21;2111,00;2019-06-14
Shot glass;14;1250,00;2019-06-14
Soft toy;7;837,00;2019-06-14
Postcard;134;1071,00;2019-06-14
Jewelry;8;2294,00;2019-06-14
Pin;3;135,00;2019-06-14
Shawl/Scarf;18;2754,00;2019-06-14
Napkins;5;295,00;2019-06-14
Viking;6;934,00;2019-06-14
Kitchen;20;1961,00;2019-06-14
Post stamp;1;24,00;2019-06-14
Headband;7;758,00;2019-06-14
Children;5;601,00;2019-06-14
Buff;12;818,00;2019-06-14
Reindeer products;1;299,00;2019-06-14
Thimble;1;50,00;2019-06-14
Pen/Pencil;16;794,00;2019-06-14
Lighter;9;567,00;2019-06-14
Card Deck;4;248,00;2019-06-14
Glasses case;5;495,00;2019-06-14
Nordkapp figure;10;1156,00;2019-06-14
Bottle cap;5;495,00;2019-06-14
Slate;8;871,00;2019-06-14
Stationery;7;393,00;2019-06-14
License plate;6;390,00;2019-06-14
Boxer;2;278,00;2019-06-14
Souvenirs;175;17921,00;2019-06-15
Trolls;12;1861,00;2019-06-15
Clothes;44;5362,00;2019-06-15
Books;29;3504,00;2019-06-15
Various;80;8473,00;2019-06-15
Food;80;6630,00;2019-06-15
Fur;7;6655,00;2019-06-15
Softshell;50;29950,00;2019-06-15
Down jacket;6;5394,00;2019-06-15
Flower jacket;1;999,00;2019-06-15
Mocca Fleece;5;2495,00;2019-06-15
Troll magnet;48;2732,00;2019-06-15
Fluffy socks;29;3651,00;2019-06-15
Christmas;55;5877,00;2019-06-15
Hat;53;6749,00;2019-06-15
Candy/Chocolate;21;1769,00;2019-06-15
T-shirt;57;13033,00;2019-06-15
Socks;36;3114,00;2019-06-15
Keychain;74;4856,00;2019-06-15
Cap;12;1887,00;2019-06-15
Combijacket;8;3692,60;2019-06-15
Hoodie;8;2392,00;2019-06-15
Magnet;157;7793,00;2019-06-15
Snow globe;12;1139,00;2019-06-15
Ny Form Troll;11;4409,00;2019-06-15
Gloves/Mittens;7;1050,00;2019-06-15
Sticker/Patch;34;1428,00;2019-06-15
Mug;7;735,00;2019-06-15
Shot glass;12;1048,00;2019-06-15
Soft toy;10;2464,00;2019-06-15
Postcard;280;1996,00;2019-06-15
Jewelry;4;708,00;2019-06-15
Pin;3;135,00;2019-06-15
Shawl/Scarf;20;2663,00;2019-06-15
Napkins;7;413,00;2019-06-15
Viking;2;278,00;2019-06-15
Kitchen;14;1286,00;2019-06-15
Headband;19;2075,00;2019-06-15
Children;10;1174,00;2019-06-15
Buff;31;2099,00;2019-06-15
Thimble;5;250,00;2019-06-15
Pen/Pencil;7;343,00;2019-06-15
Lighter;11;469,00;2019-06-15
Card Deck;2;98,00;2019-06-15
Glasses case;17;1683,00;2019-06-15
Nordkapp figure;9;904,00;2019-06-15
Bottle cap;1;99,00;2019-06-15
Slate;2;220,00;2019-06-15
Stationery;4;196,00;2019-06-15
License plate;1;65,00;2019-06-15
Pocket knife;1;110,00;2019-06-15
Boxer;12;1668,00;2019-06-15
Souvenirs;229;21007,00;2019-06-16
Trolls;26;3291,00;2019-06-16
Clothes;57;17452,00;2019-06-16
Books;60;7847,00;2019-06-16
Figures;3;747,00;2019-06-16
Souvenir;1;110,00;2019-06-16
Various;147;16627,00;2019-06-16
Food;53;3563,00;2019-06-16
Fur;23;21811,00;2019-06-16
Softshell;50;29950,00;2019-06-16
Down jacket;1;899,00;2019-06-16
Flower jacket;2;1998,00;2019-06-16
Mocca Fleece;11;5489,00;2019-06-16
Troll magnet;70;4010,00;2019-06-16
Fluffy socks;43;5237,00;2019-06-16
Christmas;70;9380,00;2019-06-16
Hat;86;10447,00;2019-06-16
Candy/Chocolate;35;2345,00;2019-06-16
T-shirt;107;23813,00;2019-06-16
Socks;26;2356,00;2019-06-16
Keychain;80;5130,00;2019-06-16
Cap;24;3685,00;2019-06-16
Down coat;2;1998,00;2019-06-16
Combijacket;14;6387,20;2019-06-16
Hoodie;25;7472,01;2019-06-16
Nordkapp book;5;495,00;2019-06-16
Magnet;157;8162,02;2019-06-16
Snow globe;14;1092,00;2019-06-16
Ny Form Troll;22;6578,00;2019-06-16
Woolen sweater;2;3198,00;2019-06-16
Gloves/Mittens;9;1350,00;2019-06-16
Sticker/Patch;51;1884,00;2019-06-16
Mug;20;2033,00;2019-06-16
Shot glass;25;1625,00;2019-06-16
Soft toy;6;1057,00;2019-06-16
Postcard;296;2616,00;2019-06-16
Jewelry;5;1164,00;2019-06-16
Pin;6;270,00;2019-06-16
Shawl/Scarf;27;4111,00;2019-06-16
Napkins;5;295,00;2019-06-16
Viking;7;1133,00;2019-06-16
Kitchen;23;2792,00;2019-06-16
Post stamp;1;350,00;2019-06-16
Headband;18;2119,00;2019-06-16
Children;10;1202,00;2019-06-16
Buff;28;1842,00;2019-06-16
Reindeer products;1;1400,00;2019-06-16
Thimble;2;100,00;2019-06-16
Pen/Pencil;8;403,00;2019-06-16
Lighter;16;812,00;2019-06-16
Card Deck;10;646,00;2019-06-16
Glasses case;14;1386,00;2019-06-16
Nordkapp figure;9;1230,00;2019-06-16
Bottle cap;5;495,00;2019-06-16
Slate;5;457,00;2019-06-16
Stationery;5;295,00;2019-06-16
Boxer;7;971,61;2019-06-16
Souvenirs;26;3351,00;2019-06-17
Trolls;1;149,00;2019-06-17
Clothes;5;1123,00;2019-06-17
Books;1;99,00;2019-06-17
Various;13;1112,00;2019-06-17
Food;6;484,00;2019-06-17
Fur;3;2197,00;2019-06-17
Softshell;9;5391,00;2019-06-17
Down jacket;1;899,00;2019-06-17
Mocca Fleece;4;1996,00;2019-06-17
Troll magnet;15;885,00;2019-06-17
Fluffy socks;6;714,00;2019-06-17
Christmas;4;438,00;2019-06-17
Hat;23;2965,00;2019-06-17
Candy/Chocolate;2;98,00;2019-06-17
T-shirt;16;3664,00;2019-06-17
Socks;5;445,00;2019-06-17
Keychain;13;797,00;2019-06-17
Cap;2;300,00;2019-06-17
Down coat;1;999,00;2019-06-17
Combijacket;3;1347,30;2019-06-17
Hoodie;2;598,00;2019-06-17
Magnet;44;2156,00;2019-06-17
Snow globe;2;199,00;2019-06-17
Ny Form Troll;4;1186,00;2019-06-17
Gloves/Mittens;4;600,00;2019-06-17
Sticker/Patch;9;285,00;2019-06-17
Mug;6;615,00;2019-06-17
Soft toy;2;478,00;2019-06-17
Postcard;86;688,00;2019-06-17
Pin;1;45,00;2019-06-17
Shawl/Scarf;3;649,00;2019-06-17
Napkins;3;177,00;2019-06-17
Kitchen;3;237,00;2019-06-17
Post stamp;29;609,00;2019-06-17
Children;1;99,00;2019-06-17
Buff;2;128,00;2019-06-17
Thimble;1;50,00;2019-06-17
Glasses case;4;396,00;2019-06-17
Nordkapp figure;1;120,00;2019-06-17
Souvenirs;35;3560,50;2019-06-18
Trolls;5;976,00;2019-06-18
Clothes;8;1443,00;2019-06-18
Books;9;1055,00;2019-06-18
Various;17;1696,00;2019-06-18
Food;11;939,00;2019-06-18
Fur;2;398,00;2019-06-18
Softshell;1;599,00;2019-06-18
Down jacket;3;2697,00;2019-06-18
Mocca Fleece;1;499,00;2019-06-18
Troll magnet;8;472,00;2019-06-18
Fluffy socks;13;1597,00;2019-06-18
Christmas;8;792,00;2019-06-18
Hat;10;1113,00;2019-06-18
Candy/Chocolate;11;558,30;2019-06-18
T-shirt;14;3176,00;2019-06-18
Socks;8;738,00;2019-06-18
Keychain;16;1024,00;2019-06-18
Cap;5;779,00;2019-06-18
Combijacket;5;2045,90;2019-06-18
Nordkapp book;1;99,00;2019-06-18
Magnet;35;1725,00;2019-06-18
Snow globe;2;158,00;2019-06-18
Ny Form Troll;3;717,00;2019-06-18
Gloves/Mittens;2;300,00;2019-06-18
Sticker/Patch;7;317,00;2019-06-18
Mug;3;318,00;2019-06-18
Shot glass;5;325,00;2019-06-18
Soft toy;1;219,00;2019-06-18
Postcard;45;360,00;2019-06-18
Jewelry;1;99,00;2019-06-18
Shawl/Scarf;2;350,00;2019-06-18
Napkins;6;354,00;2019-06-18
Viking;1;199,00;2019-06-18
Post stamp;20;420,00;2019-06-18
Buff;7;463,00;2019-06-18
Thimble;1;50,00;2019-06-18
Pen/Pencil;2;128,00;2019-06-18
Card Deck;2;98,00;2019-06-18
Glasses case;2;198,00;2019-06-18
Nordkapp figure;1;150,00;2019-06-18
Bottle cap;2;198,00;2019-06-18
Slate;2;158,00;2019-06-18
Souvenirs;7;493,00;2019-06-19
Trolls;4;460,00;2019-06-19
Clothes;4;1012,00;2019-06-19
Books;3;330,00;2019-06-19
Various;3;1127,00;2019-06-19
Food;6;574,00;2019-06-19
Fur;1;3500,00;2019-06-19
Softshell;1;599,00;2019-06-19
Down jacket;1;899,00;2019-06-19
Mocca Fleece;1;499,00;2019-06-19
Troll magnet;3;177,00;2019-06-19
Christmas;3;897,00;2019-06-19
Hat;2;249,00;2019-06-19
Candy/Chocolate;2;128,00;2019-06-19
T-shirt;3;627,00;2019-06-19
Keychain;5;335,00;2019-06-19
Magnet;5;245,00;2019-06-19
Ny Form Troll;2;418,00;2019-06-19
Sticker/Patch;4;149,00;2019-06-19
Postcard;49;392,00;2019-06-19
Jewelry;1;255,00;2019-06-19
Viking;1;139,00;2019-06-19
Kitchen;1;79,00;2019-06-19
Post stamp;40;840,00;2019-06-19
Buff;2;138,00;2019-06-19
Thimble;1;50,00;2019-06-19
Pen/Pencil;1;39,00;2019-06-19
Souvenirs;263;29134,00;2019-06-20
Trolls;15;2170,00;2019-06-20
Clothes;60;15397,00;2019-06-20
Books;36;4806,00;2019-06-20
Figures;4;1846,00;2019-06-20
Souvenir;1;110,00;2019-06-20
Various;134;12850,00;2019-06-20
Food;29;2265,00;2019-06-20
Fur;18;13844,00;2019-06-20
Softshell;29;17371,00;2019-06-20
Down jacket;7;6293,00;2019-06-20
Flower jacket;10;9990,00;2019-06-20
Mocca Fleece;8;3992,00;2019-06-20
Troll magnet;58;3402,00;2019-06-20
Fluffy socks;35;4095,00;2019-06-20
Christmas;78;9538,00;2019-06-20
Hat;60;7493,00;2019-06-20
Candy/Chocolate;59;4321,00;2019-06-20
T-shirt;87;20193,00;2019-06-20
Socks;41;3555,00;2019-06-20
Keychain;63;4077,00;2019-06-20
Cap;14;2245,00;2019-06-20
Down coat;2;1998,00;2019-06-20
Combijacket;9;4491,00;2019-06-20
Hoodie;12;3588,00;2019-06-20
Nordkapp book;3;297,00;2019-06-20
Magnet;154;7871,00;2019-06-20
Snow globe;20;1812,00;2019-06-20
Ny Form Troll;16;3844,00;2019-06-20
Woolen sweater;5;9195,00;2019-06-20
Gloves/Mittens;7;1049,00;2019-06-20
Sticker/Patch;34;1585,00;2019-06-20
Mug;4;428,00;2019-06-20
Shot glass;20;1574,00;2019-06-20
Soft toy;12;2102,00;2019-06-20
Postcard;194;1583,00;2019-06-20
Jewelry;9;2349,00;2019-06-20
Pin;1;45,00;2019-06-20
Shawl/Scarf;15;2619,00;2019-06-20
Napkins;4;236,00;2019-06-20
Teddy fleece;3;1497,00;2019-06-20
Viking;13;1648,00;2019-06-20
Kitchen;34;3791,00;2019-06-20
Post stamp;86;2151,00;2019-06-20
Headband;8;673,00;2019-06-20
Children;1;125,00;2019-06-20
Buff;20;1330,00;2019-06-20
Reindeer products;3;4200,00;2019-06-20
Thimble;1;50,00;2019-06-20
Pen/Pencil;17;883,00;2019-06-20
Lighter;4;308,00;2019-06-20
Card Deck;3;199,00;2019-06-20
Glasses case;6;594,00;2019-06-20
Nordkapp figure;4;510,00;2019-06-20
Bottle cap;4;396,00;2019-06-20
Slate;2;209,00;2019-06-20
Stationery;2;98,00;2019-06-20
Pocket knife;3;330,00;2019-06-20
Souvenirs;57;5171,00;2019-06-21
Trolls;22;1558,00;2019-06-21
Clothes;7;984,00;2019-06-21
Books;13;1472,00;2019-06-21
Various;32;3759,00;2019-06-21
Food;12;1036,50;2019-06-21
Fur;3;1897,00;2019-06-21
Softshell;3;1797,00;2019-06-21
Down jacket;3;2697,00;2019-06-21
Mocca Fleece;2;998,00;2019-06-21
Troll magnet;12;708,00;2019-06-21
Fluffy socks;5;635,00;2019-06-21
Christmas;15;1419,00;2019-06-21
Hat;21;2375,00;2019-06-21
Candy/Chocolate;12;708,00;2019-06-21
T-shirt;4;286,00;2019-06-21
Socks;1;89,00;2019-06-21
Keychain;17;1123,00;2019-06-21
Cap;9;1437,00;2019-06-21
Down coat;1;999,00;2019-06-21
Combijacket;4;1996,00;2019-06-21
Hoodie;6;1794,00;2019-06-21
Magnet;54;2646,00;2019-06-21
Snow globe;5;463,00;2019-06-21
Ny Form Troll;5;1215,00;2019-06-21
Gloves/Mittens;1;150,00;2019-06-21
Sticker/Patch;15;610,00;2019-06-21
Mug;2;198,00;2019-06-21
Shot glass;5;463,00;2019-06-21
Soft toy;1;50,00;2019-06-21
Postcard;206;1710,00;2019-06-21
Jewelry;1;270,00;2019-06-21
Shawl/Scarf;2;350,00;2019-06-21
Napkins;1;59,00;2019-06-21
Teddy fleece;2;998,00;2019-06-21
Viking;2;378,00;2019-06-21
Kitchen;2;198,00;2019-06-21
Post stamp;50;1050,00;2019-06-21
Headband;1;79,00;2019-06-21
Children;1;125,00;2019-06-21
Buff;6;404,00;2019-06-21
Thimble;2;100,00;2019-06-21
Pen/Pencil;1;69,00;2019-06-21
Lighter;1;35,00;2019-06-21
Card Deck;1;75,00;2019-06-21
Glasses case;3;297,00;2019-06-21
Nordkapp figure;5;630,00;2019-06-21
Stationery;1;49,00;2019-06-21
Souvenirs;297;29388,00;2019-06-22
Trolls;54;5516,00;2019-06-22
Clothes;67;18008,00;2019-06-22
Books;61;6936,00;2019-06-22
Figures;4;1876,00;2019-06-22
Souvenir;1;110,00;2019-06-22
Various;182;16916,00;2019-06-22
Food;58;4342,00;2019-06-22
Fur;15;12274,00;2019-06-22
Softshell;36;21384,30;2019-06-22
Down jacket;8;7192,00;2019-06-22
Flower jacket;3;2997,00;2019-06-22
Mocca Fleece;11;5489,00;2019-06-22
Troll magnet;77;4503,00;2019-06-22
Fluffy socks;38;4432,00;2019-06-22
Christmas;184;18961,00;2019-06-22
Hat;67;8314,00;2019-06-22
Candy/Chocolate;88;6642,00;2019-06-22
T-shirt;154;34986,00;2019-06-22
Socks;62;5392,00;2019-06-22
Keychain;86;5624,00;2019-06-22
Cap;25;3779,00;2019-06-22
Down coat;1;999,00;2019-06-22
Combijacket;11;5489,00;2019-06-22
Hoodie;16;4784,00;2019-06-22
Nordkapp book;3;297,00;2019-06-22
Magnet;220;11190,00;2019-06-22
Snow globe;12;974,00;2019-06-22
Ny Form Troll;35;7905,00;2019-06-22
Woolen sweater;4;6647,00;2019-06-22
Gloves/Mittens;7;1049,00;2019-06-22
Sticker/Patch;44;1695,00;2019-06-22
Mug;21;2079,00;2019-06-22
Shot glass;19;1599,00;2019-06-22
Soft toy;9;928,00;2019-06-22
Postcard;384;3289,00;2019-06-22
Jewelry;24;6207,00;2019-06-22
Pin;1;45,00;2019-06-22
Shawl/Scarf;4;700,00;2019-06-22
Napkins;18;1062,00;2019-06-22
Teddy fleece;4;1996,00;2019-06-22
Viking;8;1242,00;2019-06-22
Kitchen;38;3865,00;2019-06-22
Post stamp;127;2838,00;2019-06-22
Headband;8;673,00;2019-06-22
Children;6;646,00;2019-06-22
Buff;23;1507,00;2019-06-22
Thimble;2;100,00;2019-06-22
Pen/Pencil;24;1436,00;2019-06-22
Lighter;6;210,00;2019-06-22
Card Deck;2;150,00;2019-06-22
Glasses case;9;891,00;2019-06-22
Nordkapp figure;13;1740,00;2019-06-22
Slate;7;764,00;2019-06-22
Stationery;4;296,00;2019-06-22
Boxer;9;1251,00;2019-06-22
Souvenirs;92;8533,82;2019-06-23
Trolls;19;1203,00;2019-06-23
Clothes;14;2249,00;2019-06-23
Books;12;1330,00;2019-06-23
Figures;2;698,00;2019-06-23
Souvenir;1;110,00;2019-06-23
Various;57;6135,02;2019-06-23
Food;17;1359,00;2019-06-23
Fur;9;9009,00;2019-06-23
Softshell;10;5990,00;2019-06-23
Down jacket;4;3596,00;2019-06-23
Flower jacket;2;1998,00;2019-06-23
Mocca Fleece;3;1497,00;2019-06-23
Troll magnet;18;1044,30;2019-06-23
Fluffy socks;9;1081,00;2019-06-23
Christmas;45;4815,51;2019-06-23
Hat;25;2749,00;2019-06-23
Candy/Chocolate;12;918,00;2019-06-23
T-shirt;40;9440,00;2019-06-23
Socks;15;1391,00;2019-06-23
Keychain;50;3110,00;2019-06-23
Cap;6;900,00;2019-06-23
Down coat;3;2997,00;2019-06-23
Combijacket;3;1497,00;2019-06-23
Hoodie;4;1196,00;2019-06-23
Magnet;62;3313,30;2019-06-23
Snow globe;3;278,00;2019-06-23
Ny Form Troll;6;1514,00;2019-06-23
Woolen sweater;2;3349,00;2019-06-23
Gloves/Mittens;4;599,00;2019-06-23
Sticker/Patch;25;916,00;2019-06-23
Mug;8;792,00;2019-06-23
Shot glass;4;394,00;2019-06-23
Soft toy;1;359,00;2019-06-23
Postcard;122;1037,44;2019-06-23
Jewelry;5;1335,00;2019-06-23
Shawl/Scarf;4;421,90;2019-06-23
Napkins;10;590,00;2019-06-23
Teddy fleece;2;998,00;2019-06-23
Viking;1;149,00;2019-06-23
Kitchen;3;297,00;2019-06-23
Post stamp;30;980,00;2019-06-23
Headband;2;158,00;2019-06-23
Children;3;297,00;2019-06-23
Buff;11;739,00;2019-06-23
Reindeer products;1;1400,00;2019-06-23
Pen/Pencil;3;167,00;2019-06-23
Lighter;1;35,00;2019-06-23
Glasses case;3;297,00;2019-06-23
Nordkapp figure;6;870,00;2019-06-23
Slate;1;110,00;2019-06-23
Boxer;2;278,00;2019-06-23
Souvenirs;37;3766,50;2019-06-24
Trolls;1;149,00;2019-06-24
Clothes;9;4109,50;2019-06-24
Books;6;605,00;2019-06-24
Various;14;1779,00;2019-06-24
Food;14;1083,00;2019-06-24
Fur;2;1798,00;2019-06-24
Softshell;9;5391,00;2019-06-24
Down jacket;5;4495,00;2019-06-24
Flower jacket;1;999,00;2019-06-24
Troll magnet;7;403,00;2019-06-24
Fluffy socks;8;1032,00;2019-06-24
Christmas;8;1493,00;2019-06-24
Hat;11;1238,00;2019-06-24
Candy/Chocolate;10;655,50;2019-06-24
T-shirt;17;3643,00;2019-06-24
Socks;3;283,00;2019-06-24
Keychain;16;944,00;2019-06-24
Cap;4;629,00;2019-06-24
Down coat;1;999,00;2019-06-24
Combijacket;1;499,00;2019-06-24
Hoodie;6;1794,00;2019-06-24
Magnet;46;2254,00;2019-06-24
Snow globe;3;237,00;2019-06-24
Ny Form Troll;1;219,00;2019-06-24
Woolen sweater;2;3298,00;2019-06-24
Gloves/Mittens;1;150,00;2019-06-24
Sticker/Patch;8;415,00;2019-06-24
Mug;1;49,50;2019-06-24
Shot glass;3;329,00;2019-06-24
Postcard;32;256,00;2019-06-24
Jewelry;0;0,00;2019-06-24
Shawl/Scarf;2;179,00;2019-06-24
Teddy fleece;1;499,00;2019-06-24
Post stamp;25;534,00;2019-06-24
Headband;1;79,00;2019-06-24
Buff;4;276,00;2019-06-24
Reindeer products;1;1800,00;2019-06-24
Pen/Pencil;1;29,00;2019-06-24
Glasses case;1;99,00;2019-06-24
Nordkapp figure;4;540,00;2019-06-24
Souvenirs;420;38037,00;2019-06-25
Trolls;68;6544,50;2019-06-25
Clothes;82;17442,00;2019-06-25
Books;85;11750,00;2019-06-25
Figures;2;698,00;2019-06-25
Souvenir;1;110,00;2019-06-25
Various;198;22218,00;2019-06-25
Food;119;10266,00;2019-06-25
Fur;30;19354,00;2019-06-25
Softshell;88;52712,00;2019-06-25
Down jacket;15;13485,00;2019-06-25
Flower jacket;7;6993,00;2019-06-25
Mocca Fleece;15;7485,00;2019-06-25
Troll magnet;130;7750,00;2019-06-25
Fluffy socks;51;6079,00;2019-06-25
Christmas;86;8604,00;2019-06-25
Hat;105;12742,50;2019-06-25
Candy/Chocolate;98;6022,00;2019-06-25
T-shirt;136;29914,00;2019-06-25
Socks;65;5923,00;2019-06-25
Keychain;193;12897,00;2019-06-25
Cap;58;9289,00;2019-06-25
Down coat;6;5994,00;2019-06-25
Combijacket;16;7984,00;2019-06-25
Hoodie;36;10764,00;2019-06-25
Nordkapp book;3;297,00;2019-06-25
Magnet;383;19567,00;2019-06-25
Snow globe;45;3895,00;2019-06-25
Ny Form Troll;42;11418,00;2019-06-25
Woolen sweater;2;4098,00;2019-06-25
Gloves/Mittens;19;2849,00;2019-06-25
Sticker/Patch;56;2296,00;2019-06-25
Mug;29;2871,00;2019-06-25
Shot glass;12;908,00;2019-06-25
Soft toy;10;2015,00;2019-06-25
Postcard;617;4998,00;2019-06-25
Jewelry;4;1123,00;2019-06-25
Pin;3;135,00;2019-06-25
Shawl/Scarf;17;2698,00;2019-06-25
Napkins;6;354,00;2019-06-25
Teddy fleece;9;4491,00;2019-06-25
Viking;14;1966,00;2019-06-25
Kitchen;21;2060,00;2019-06-25
Headband;15;1431,00;2019-06-25
Children;8;896,00;2019-06-25
Buff;50;3350,00;2019-06-25
Reindeer products;1;1800,00;2019-06-25
Thimble;6;300,00;2019-06-25
Pen/Pencil;38;1942,00;2019-06-25
Lighter;20;1288,00;2019-06-25
Card Deck;6;346,00;2019-06-25
Glasses case;38;3762,00;2019-06-25
Nordkapp figure;23;2970,00;2019-06-25
Slate;7;770,00;2019-06-25
Stationery;1;49,00;2019-06-25
Boxer;13;1807,00;2019-06-25
Souvenirs;147;14429,00;2019-06-26
Trolls;17;1825,00;2019-06-26
Clothes;24;5530,00;2019-06-26
Books;47;6496,00;2019-06-26
Figures;3;1317,00;2019-06-26
Various;82;8717,00;2019-06-26
Food;39;3451,00;2019-06-26
Fur;3;1147,20;2019-06-26
Softshell;33;19767,00;2019-06-26
Down jacket;7;6293,00;2019-06-26
Mocca Fleece;4;1996,00;2019-06-26
Troll magnet;29;1691,00;2019-06-26
Fluffy socks;34;4246,00;2019-06-26
Christmas;35;2866,00;2019-06-26
Hat;47;5986,00;2019-06-26
Candy/Chocolate;30;2280,00;2019-06-26
T-shirt;42;9548,00;2019-06-26
Socks;26;2324,00;2019-06-26
Keychain;63;3947,00;2019-06-26
Cap;17;2568,00;2019-06-26
Combijacket;16;7984,00;2019-06-26
Hoodie;16;4784,00;2019-06-26
Nordkapp book;1;99,00;2019-06-26
Magnet;102;4998,00;2019-06-26
Snow globe;7;635,00;2019-06-26
Ny Form Troll;6;1674,00;2019-06-26
Gloves/Mittens;9;1350,00;2019-06-26
Sticker/Patch;17;691,00;2019-06-26
Mug;9;891,00;2019-06-26
Shot glass;2;130,00;2019-06-26
Soft toy;3;319,00;2019-06-26
Postcard;147;1207,00;2019-06-26
Jewelry;4;689,00;2019-06-26
Pin;1;45,00;2019-06-26
Shawl/Scarf;24;3479,00;2019-06-26
Napkins;4;236,00;2019-06-26
Teddy fleece;4;1996,00;2019-06-26
Winter jacket;1;1399,00;2019-06-26
Viking;2;214,00;2019-06-26
Kitchen;21;1949,00;2019-06-26
Headband;8;878,00;2019-06-26
Children;2;198,00;2019-06-26
Buff;20;1350,00;2019-06-26
Bag;1;2,00;2019-06-26
Reindeer products;1;1400,00;2019-06-26
Thimble;1;50,00;2019-06-26
Pen/Pencil;6;224,00;2019-06-26
Lighter;5;175,00;2019-06-26
Glasses case;20;1980,00;2019-06-26
Nordkapp figure;7;1020,00;2019-06-26
Boxer;7;973,00;2019-06-26
Souvenirs;58;6040,30;2019-06-27
Trolls;7;583,00;2019-06-27
Clothes;24;3952,00;2019-06-27
Books;7;815,00;2019-06-27
Various;42;4483,00;2019-06-27
Food;27;2231,00;2019-06-27
Fur;5;2595,00;2019-06-27
Softshell;13;7607,30;2019-06-27
Down jacket;6;5394,00;2019-06-27
Mocca Fleece;3;1497,00;2019-06-27
Troll magnet;6;344,00;2019-06-27
Fluffy socks;7;863,00;2019-06-27
Christmas;13;1079,00;2019-06-27
Hat;33;4011,00;2019-06-27
Candy/Chocolate;6;334,00;2019-06-27
T-shirt;8;1852,00;2019-06-27
Socks;17;1527,00;2019-06-27
Keychain;12;708,00;2019-06-27
Cap;4;580,00;2019-06-27
Down coat;1;999,00;2019-06-27
Combijacket;4;1996,00;2019-06-27
Hoodie;1;299,00;2019-06-27
Nordkapp book;1;99,00;2019-06-27
Magnet;91;4599,00;2019-06-27
Snow globe;4;316,00;2019-06-27
Ny Form Troll;7;2133,00;2019-06-27
Gloves/Mittens;11;1650,00;2019-06-27
Sticker/Patch;11;407,00;2019-06-27
Mug;5;495,00;2019-06-27
Shot glass;1;65,00;2019-06-27
Soft toy;1;219,00;2019-06-27
Postcard;128;1055,00;2019-06-27
Jewelry;2;540,00;2019-06-27
Pin;2;90,00;2019-06-27
Shawl/Scarf;6;725,00;2019-06-27
Napkins;3;177,00;2019-06-27
Teddy fleece;4;1996,00;2019-06-27
Viking;2;214,00;2019-06-27
Kitchen;6;594,00;2019-06-27
Headband;3;360,00;2019-06-27
Children;2;198,00;2019-06-27
Buff;1;69,00;2019-06-27
Reindeer products;1;1400,00;2019-06-27
Thimble;2;100,00;2019-06-27
Pen/Pencil;1;69,00;2019-06-27
Lighter;5;307,30;2019-06-27
Glasses case;3;297,00;2019-06-27
Nordkapp figure;2;300,00;2019-06-27
Souvenirs;72;7448,00;2019-06-28
Trolls;5;475,00;2019-06-28
Clothes;22;4623,30;2019-06-28
Books;19;2162,00;2019-06-28
Figures;1;249,00;2019-06-28
Various;60;8441,00;2019-06-28
Food;27;2100,00;2019-06-28
Fur;1;699,00;2019-06-28
Softshell;11;6589,00;2019-06-28
Down jacket;1;899,00;2019-06-28
Mocca Fleece;3;1497,00;2019-06-28
Troll magnet;7;413,00;2019-06-28
Fluffy socks;8;952,00;2019-06-28
Christmas;20;2122,00;2019-06-28
Hat;12;1656,00;2019-06-28
Candy/Chocolate;7;283,00;2019-06-28
T-shirt;22;5178,00;2019-06-28
Socks;12;1024,00;2019-06-28
Keychain;24;1416,00;2019-06-28
Cap;5;788,00;2019-06-28
Combijacket;4;1996,00;2019-06-28
Hoodie;6;1794,00;2019-06-28
Magnet;37;1933,00;2019-06-28
Ny Form Troll;4;876,00;2019-06-28
Woolen sweater;1;2199,00;2019-06-28
Gloves/Mittens;5;750,00;2019-06-28
Sticker/Patch;14;571,00;2019-06-28
Mug;3;297,00;2019-06-28
Shot glass;7;455,00;2019-06-28
Postcard;83;1218,00;2019-06-28
Jewelry;2;510,00;2019-06-28
Pin;5;225,00;2019-06-28
Shawl/Scarf;17;2148,00;2019-06-28
Napkins;3;177,00;2019-06-28
Kitchen;9;831,00;2019-06-28
Headband;1;120,00;2019-06-28
Buff;9;601,00;2019-06-28
Reindeer products;3;4200,00;2019-06-28
Thimble;2;100,00;2019-06-28
Pen/Pencil;4;176,00;2019-06-28
Lighter;2;154,00;2019-06-28
Card Deck;6;450,00;2019-06-28
Glasses case;2;198,00;2019-06-28
Bottle cap;2;198,00;2019-06-28
Souvenirs;74;7921,60;2019-06-29
Trolls;10;812,00;2019-06-29
